Institute,Course,Branch/Subject,No. of seats,Course Duration (In Months),Examination Pattern,Annual Tuition Fees,Annual Total Fees,Eligibility Criteria,Additional Criteria,SII Institute Link
SIKSHA 'O' ANUSANDHAN,Bachelor of Technology (B.Tech),Electrical Engineering,24,48,semester,INR 470000,INR 670000,( 10+2 in Physics with minimum 45% score And 10+2 in Mathematics with minimum 45% score And ( 10+2 in Chemistry with minimum 45% score  Or  10+2 in Biology with minimum 45% score  Or  10+2 in Biotechnology with minimum 45% score  Or  10+2 in Computer Science with minimum 45% score  ) ),,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0228#Section2
SIKSHA 'O' ANUSANDHAN,Bachelor of Technology (B.Tech),Electronics and Communication Engineering,48,48,semester,INR 470000,INR 670000,( 10+2 in Physics with minimum 45% score And 10+2 in Mathematics with minimum 45% score And ( 10+2 in Chemistry with minimum 45% score  Or  10+2 in Biology with minimum 45% score  Or  10+2 in Biotechnology with minimum 45% score  Or  10+2 in Computer Science with minimum 45% score  ) ),,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0228#Section2
SIKSHA 'O' ANUSANDHAN,Bachelor of Technology (B.Tech),Information Technology,60,48,semester,INR 470000,INR 670000,( 10+2 in Physics with minimum 45% score And 10+2 in Mathematics with minimum 45% score And ( 10+2 in Chemistry with minimum 45% score  Or  10+2 in Biotechnology with minimum 45% score  Or  10+2 in Biology with minimum 45% score  Or  10+2 in Computer Science with minimum 45% score  ) ),,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0228#Section2
SIKSHA 'O' ANUSANDHAN,Bachelor of Technology (B.Tech),Mechanical Engineering,36,48,semester,INR 470000,INR 670000,( 10+2 in Physics with minimum 45% score And 10+2 in Mathematics with minimum 45% score And ( 10+2 in Chemistry with minimum 45% score  Or  10+2 in Biology with minimum 45% score  Or  10+2 in Biotechnology with minimum 45% score  Or  10+2 in Computer Science with minimum 45% score  ) ),,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0228#Section2
Sri Ramakrishna Engineering College,Bachelor of Technology (B.Tech),Information Technology,18,48,semester,USD 4000,USD 6400,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score Or 10+2 in Vocational Subjects with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0204#Section2
Sri Ramakrishna Engineering College,Bachelor of Technology (B.Tech),Robotics and Automation,9,48,semester,USD 4000,USD 6400,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0204#Section2
Sri Ramakrishna Engineering College,Bachelor of Technology (B.Tech),Data Science and Artificial Intelligence,9,48,semester,USD 4000,USD 6400,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0204#Section2
Sri Sivasubramaniya Nadar College of Engineering,Bachelor of Technology (B.Tech),Chemical Engineering,9,46,semester,USD 5500,USD 9850,( 10+2 in Chemistry with minimum 70% score And 10+2 in Mathematics with minimum 70% score And 10+2 in Physics with minimum 70% score ),,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0071#Section2
Sri Sivasubramaniya Nadar College of Engineering,Bachelor of Technology (B.Tech),Information Technology,18,46,semester,USD 5500,USD 9850,( 10+2 in Chemistry with minimum 70% score And 10+2 in Mathematics with minimum 70% score And 10+2 in Physics with minimum 70% score ),,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0071#Section2
SRM Institute of Science and Technology,Bachelor of Technology (B.Tech),Aerospace Engineering,10,48,semester,USD 10000,USD 12500,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0070#Section2
SRM Institute of Science and Technology,Bachelor of Technology (B.Tech),Artificial Intelligence,10,48,semester,USD 9500,USD 12000,( 10+2 in Physics with minimum 50% score And 10+2 in Chemistry with minimum 50% score ),,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0070#Section2
SRM Institute of Science and Technology,Bachelor of Technology (B.Tech),Automobile Engineering,10,48,semester,USD 7000,USD 9500,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0070#Section2
SRM Institute of Science and Technology,Bachelor of Technology (B.Tech),Biotechnology,5,48,semester,USD 8000,USD 11823,"( 10+2 in Physics, Chemistry and Biology (PCB) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0070#Section2
SRM Institute of Science and Technology,Bachelor of Technology (B.Tech),Biotechnology (spec. in Genetic Engineering ),7,48,semester,USD 7000,USD 9500,"( 10+2 in Physics, Chemistry and Biology (PCB) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0070#Section2
SRM Institute of Science and Technology,Bachelor of Technology (B.Tech),Biotechnology (spec. in Regenerative Medicine ),5,48,semester,USD 7000,USD 9500,"( 10+2 in Physics, Chemistry and Biology (PCB) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0070#Section2
SRM Institute of Science and Technology,Bachelor of Technology (B.Tech),Civil Engineering,11,48,Yearly,USD 7000,USD 9500,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0070#Section2
SRM Institute of Science and Technology,Bachelor of Technology (B.Tech),Computer Science and Engineering,18,48,Yearly,USD 9500,USD 12000,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0070#Section2
SRM Institute of Science and Technology,Bachelor of Technology (B.Tech),Computer Science and Engineering,50,48,semester,USD 9500,USD 12000,( 10+2 in Physics with minimum 50% score And 10+2 in Chemistry with minimum 50% score And 10+2 in Mathematics with minimum 50% score ),,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0070#Section2
SRM Institute of Science and Technology,Bachelor of Technology (B.Tech),Computer Science and Engineering (Spec. in Artificial Intelligence and Machine Learning),10,48,semester,USD 9500,USD 12000,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0070#Section2
SRM Institute of Science and Technology,Bachelor of Technology (B.Tech),Computer Science and Engineering (Spec. in Big Data Analytics),5,48,semester,USD 9500,USD 12000,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0070#Section2
SRM Institute of Science and Technology,Bachelor of Technology (B.Tech),Computer Science and Engineering (Spec. in Cyber Security),13,48,Yearly,USD 9500,USD 12000,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0070#Section2
SRM Institute of Science and Technology,Bachelor of Technology (B.Tech),Computer Science and Engineering (Spec. in Information Technology),10,48,Yearly,USD 9500,USD 12000,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0070#Section2
SRM Institute of Science and Technology,Bachelor of Technology (B.Tech),Computer Science and Engineering (Spec. in Software Engineering),10,48,semester,USD 9500,USD 12000,( 10+2 in Physics with minimum 50% score And 10+2 in Chemistry with minimum 50% score ),,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0070#Section2
SRM Institute of Science and Technology,Bachelor of Technology (B.Tech),Electrical and Electronics Engineering,18,48,Yearly,USD 7000,USD 9500,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0070#Section2
SRM Institute of Science and Technology,Bachelor of Technology (B.Tech),Electronics and Communication Engineering,18,48,Yearly,USD 7000,USD 9500,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0070#Section2
SRM Institute of Science and Technology,Bachelor of Technology (B.Tech),Mechanical Engineering,18,48,Yearly,USD 7000,USD 9500,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0070#Section2
SRM Institute of Science and Technology,Bachelor of Technology (B.Tech),Mechatronics Engineering,10,48,semester,USD 7000,USD 9500,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0070#Section2
Symbiosis International (Deemed University),Bachelor of Technology (B.Tech),Artificial Intelligence,13,48,semester,INR 450000,INR 550000,( 10+2 in Physics with minimum 50% score And 10+2 in Mathematics with minimum 50% score And 10+2 in Chemistry with minimum 50% score ),,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0072#Section2
Symbiosis International (Deemed University),Bachelor of Technology (B.Tech),Civil Engineering,20,48,semester,INR 500000,INR 550000,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0072#Section2
Symbiosis International (Deemed University),Bachelor of Technology (B.Tech),Information Technology,15,48,semester,INR 500000,INR 550000,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0072#Section2
Symbiosis International (Deemed University),Bachelor of Technology (B.Tech),Mechanical Engineering,20,48,semester,INR 500000,INR 550000,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0072#Section2
Symbiosis International (Deemed University),Bachelor of Technology (B.Tech),Robotics and Automation,15,48,semester,INR 500000,INR 550000,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0072#Section2
Thapar Institute of Engineering and Technology (Deemed-to-be-University),Bachelor of Technology (B.Tech),Biomedical Engineering (BME),9,48,semester,INR 481500,INR 654000,( 10+2 in Physics with minimum 60% score And 10+2 in Chemistry with minimum 60% score And 10+2 in Mathematics with minimum 60% score ),,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0073#Section2
Thapar Institute of Engineering and Technology (Deemed-to-be-University),Bachelor of Technology (B.Tech),Biotechnology,9,48,semester,INR 481500,INR 654000,( ( 10+2 in Chemistry with minimum 60% score  Or  10+2 in Biology with minimum 60% score  Or  10+2 in Biotechnology with minimum 60% score  )10+2 in Mathematics with minimum 60% score  10+2 in Physics with minimum 60% score ),,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0073#Section2
The NorthCap University,Bachelor of Technology (B.Tech),Computer Science (Data Science),30,48,semester,INR 375000,INR 600000,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 60% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-941#Section2
The NorthCap University,Bachelor of Technology (B.Tech),Computer Science and Engineering (Spec. in Artificial Intelligence and Machine Learning),30,48,semester,INR 375000,INR 600000,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 60% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-941#Section2
The NorthCap University,Bachelor of Technology (B.Tech),Computer Science and Engineering (Spec. in Cloud Computing),30,48,semester,INR 375000,INR 600000,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 60% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-941#Section2
The NorthCap University,Bachelor of Technology (B.Tech),Electronics and Communication with (spl. In VLSI),30,48,semester,INR 375000,INR 600000,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 60% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-941#Section2
The NorthCap University,Bachelor of Technology (B.Tech),Mechanical Engineering,30,48,semester,INR 375000,INR 600000,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 60% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-941#Section2
The NorthCap University,Bachelor of Technology (B.Tech),Mechanical Engineering (spec. in Robotics),30,48,semester,INR 375000,INR 600000,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 60% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-941#Section2
The NorthCap University,Bachelor of Technology (B.Tech),Computer Science & Engineering with a Specialization in Blockchain Technology,30,48,semester,INR 375000,INR 600000,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 60% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-941#Section2
The NorthCap University,Bachelor of Technology (B.Tech),ECE with Internet of Things (IoT),30,48,semester,INR 375000,INR 600000,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 60% score Diploma in Electronics and Communication with minimum 60% score Or Diploma in Electronics and Electrical with minimum 60% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-941#Section2
The NorthCap University,Bachelor of Technology (B.Tech),CSE (Graphics & Gaming),30,48,semester,INR 375000,INR 600000,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 60% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-941#Section2
The NorthCap University,Bachelor of Technology (B.Tech),Electronics and Communication Engineering With Specialisation in Embeded System,30,48,semester,INR 375000,INR 600000,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 60% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-941#Section2
The NorthCap University,Bachelor of Technology (B.Tech),Computer Science Engineering - Cyber Security and Forensics,30,48,semester,INR 375000,INR 600000,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 60% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-941#Section2
The NorthCap University,Bachelor of Technology (B.Tech),Computer science and Engineering with specialization in Full stack,30,48,semester,INR 375000,INR 600000,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 60% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-941#Section2
UPES,Bachelor of Technology (B.Tech),Aerospace Engineering,10,48,semester,USD 6700,USD 9250,"( 10th in Any Subject with minimum 50% score  ) And ( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-320#Section2
UPES,Bachelor of Technology (B.Tech),Avionics,10,48,semester,USD 6700,USD 9250,"( 10th in Any Subject with minimum 50% score  ) And ( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-320#Section2
UPES,Bachelor of Technology (B.Tech),Chemical Engineering,10,48,semester,USD 6700,USD 9250,"( 10th in Any Subject with minimum 50% score  ) And ( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-320#Section2
UPES,Bachelor of Technology (B.Tech),Civil Engineering,10,48,semester,USD 6700,USD 9250,"( 10th in Any Subject with minimum 50% score  ) And ( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-320#Section2
UPES,Bachelor of Technology (B.Tech),Computer Science and Engineering (Spec. in Artificial Intelligence and Machine Learning),10,48,semester,USD 7300,USD 9850,"( 10th in Mathematics and Computer Science with minimum 50% score  ) And ( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-320#Section2
UPES,Bachelor of Technology (B.Tech),Computer Science and Engineering (Spec. in Big Data Analytics),10,48,semester,USD 7300,USD 9850,"( 10th in Any Subject with minimum 50% score  ) And ( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-320#Section2
UPES,Bachelor of Technology (B.Tech),Computer Science and Engineering (Spec. in Cyber Security),10,48,semester,USD 7300,USD 9850,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-320#Section2
UPES,Bachelor of Technology (B.Tech),Electrical Engineering,10,48,semester,USD 6700,USD 9250,"( 10th in Any Subject with minimum 50% score  ) And ( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-320#Section2
UPES,Bachelor of Technology (B.Tech),Electronics and Communication Engineering,10,48,semester,USD 6700,USD 9250,"( 10th in Mathematics (As Mandatory Subject) with minimum 50% score  ) And ( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-320#Section2
UPES,Bachelor of Technology (B.Tech),Food Technology,10,48,semester,USD 6700,USD 9250,"( 10th in Any Subject with minimum 50% score  ) And ( ( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score  Or  10+2 in Biology with minimum 50% score  ) )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-320#Section2
UPES,Bachelor of Technology (B.Tech),Geo-informatics,10,48,semester,USD 6700,USD 9250,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-320#Section2
UPES,Bachelor of Technology (B.Tech),Mechanical Engineering,10,48,semester,USD 6700,USD 9250,"( 10th in Any Subject with minimum 50% score  ) And ( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-320#Section2
UPES,Bachelor of Technology (B.Tech),Mechanical Engineering,10,48,semester,USD 6700,USD 9250,"( 10th in Any Subject with minimum 50% score  ) And ( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-320#Section2
UPES,Bachelor of Technology (B.Tech),Mechatronics,10,48,semester,USD 6700,USD 9250,"( 10th in Any Subject with minimum 50% score  ) And ( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-320#Section2
UPES,Bachelor of Technology (B.Tech),Metallurgical and Materials Engineering,10,48,semester,USD 6700,USD 9250,"( 10th in Any Subject with minimum 50% score  ) And ( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-320#Section2
UPES,Bachelor of Technology (B.Tech),Computer Science & Engineering with a Specialization in Blockchain Technology,10,48,semester,USD 7300,USD 9850,"( 10th in Any Subject with minimum 50% score  ) And ( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-320#Section2
UPES,Bachelor of Technology (B.Tech),CSE (Graphics & Gaming),10,48,semester,USD 7300,USD 9850,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-320#Section2
UPES,Bachelor of Technology (B.Tech),Computer Science and Engineering with specialization in DevOps,10,48,semester,USD 7300,USD 9850,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-320#Section2
UPES,B.Tech Applied Petroleum Engineering,Gas Stream ,10,48,semester,USD 6700,USD 9250,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-320#Section2
UPES,B.Tech Applied Petroleum Engineering,Upstream,10,48,semester,USD 6700,USD 9250,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-320#Section2
UPES,Bachelor of Technology (B.Tech),Computational Sustainability,10,48,semester,USD 7300,USD 9850,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-320#Section2
UPES,Bachelor of Technology (B.Tech),IT Infrastructure,10,48,semester,USD 7300,USD 9850,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-320#Section2
UPES,Bachelor of Technology (B.Tech),"Banking, Financial Services and Insurance",10,48,semester,USD 7300,USD 9850,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-320#Section2
UPES,B.Tech + MBA (Integrated),B.Tech (Food Technology) - (MBA),10,60,semester,USD 8200,USD 10750,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-320#Section2
UPES,B.Tech + MBA (Integrated),B.Tech (Biotechnology) - (MBA),10,60,semester,USD 8200,USD 10750,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-320#Section2
UPES,Bachelor of Technology (B.Tech),Automotive Design Engineering - Fire & Safety Engineering,10,48,semester,USD 6700,USD 9250,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-320#Section2
UPES,Bachelor of Technology (B.Tech),Computer Science Engineering - Business Analytics and Optimization,10,48,semester,USD 7300,USD 9850,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-320#Section2
UPES,Bachelor of Technology (B.Tech),Computer Science Engineering - Cloud Computing & Virtualization Technology,10,48,semester,USD 7300,USD 9850,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-320#Section2
UPES,Bachelor of Technology (B.Tech),Computer Science Engineering - E-Commerce,10,48,semester,USD 7300,USD 9850,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-320#Section2
UPES,Bachelor of Technology (B.Tech),Computer Science Engineering - Internet of Things and Smart Cities,10,48,semester,USD 7300,USD 9850,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-320#Section2
UPES,Bachelor of Technology (B.Tech),Computer Science Engineering - Mainframe Technology,10,48,semester,USD 7300,USD 9850,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-320#Section2
UPES,Bachelor of Technology (B.Tech),Computer Science Engineering - Mainframe Technology,10,48,semester,USD 7300,USD 9850,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-320#Section2
UPES,Bachelor of Technology (B.Tech),Computer Science Engineering - Mobile Application Development,10,48,semester,USD 7300,USD 9850,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-320#Section2
UPES,Bachelor of Technology (B.Tech),Computer Science Engineering - Oil & Gas Informatics,10,48,semester,USD 7300,USD 9850,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-320#Section2
UPES,Bachelor of Technology (B.Tech),Computer Science Engineering - Open Source & Open Standards,10,48,semester,USD 7300,USD 9850,"( 10+2 in Physics, Chemistry and Mathematics (PCM) with minimum 50% score )",,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-320#Section2
Vel Tech Rangarajan Dr.Sagunthala R&D Institute of Science and Technology,Bachelor of Technology (B.Tech),Aeronautical Engineering,13,48,semester,USD 6600,USD 9100,( 10+2 in Mathematics with minimum 50% score And 10+2 in Physics with minimum 50% score And 10+2 in Chemistry with minimum 50% score ),,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0075#Section2
Vel Tech Rangarajan Dr.Sagunthala R&D Institute of Science and Technology,Bachelor of Technology (B.Tech),Biomedical Engineering,9,48,semester,USD 6600,USD 9100,( 10+2 in Physics with minimum 50% score And 10+2 in Chemistry with minimum 50% score And 10+2 in Mathematics with minimum 50% score Or 10+2 in Biology with minimum 50% score ),,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0075#Section2
Vel Tech Rangarajan Dr.Sagunthala R&D Institute of Science and Technology,Bachelor of Technology (B.Tech),Biotechnology,9,48,semester,USD 6600,USD 9100,( 10+2 in Physics with minimum 50% score And 10+2 in Chemistry with minimum 50% score And 10+2 in Mathematics with minimum 50% score Or 10+2 in Biology with minimum 50% score ),,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0075#Section2
Vel Tech Rangarajan Dr.Sagunthala R&D Institute of Science and Technology,Bachelor of Technology (B.Tech),Civil Engineering,9,48,semester,USD 6600,USD 9100,( 10+2 in Mathematics with minimum 50% score And 10+2 in Physics with minimum 50% score And 10+2 in Chemistry with minimum 50% score Or 10+2 in Computer Science with minimum 50% score ),,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0075#Section2
Vel Tech Rangarajan Dr.Sagunthala R&D Institute of Science and Technology,Bachelor of Technology (B.Tech),Computer Science and Engineering,20,48,semester,USD 6600,USD 9100,( 10+2 in Mathematics with minimum 50% score And 10+2 in Physics with minimum 50% score And 10+2 in Chemistry with minimum 50% score Or 10+2 in Computer Science with minimum 50% score ),,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0075#Section2
Vel Tech Rangarajan Dr.Sagunthala R&D Institute of Science and Technology,Bachelor of Technology (B.Tech),Electrical and Electronics Engineering,9,48,semester,USD 6600,USD 9100,( 10+2 in Mathematics with minimum 50% score And 10+2 in Physics with minimum 50% score And 10+2 in Chemistry with minimum 50% score Or 10+2 in Computer Science with minimum 50% score ),,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0075#Section2
Vel Tech Rangarajan Dr.Sagunthala R&D Institute of Science and Technology,Bachelor of Technology (B.Tech),Electronics and Communication Engineering,85,48,semester,USD 6600,USD 9100,( 10+2 in Mathematics with minimum 50% score And 10+2 in Physics with minimum 50% score And 10+2 in Chemistry with minimum 50% score Or 10+2 in Computer Science with minimum 50% score ),,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0075#Section2
Vel Tech Rangarajan Dr.Sagunthala R&D Institute of Science and Technology,Bachelor of Technology (B.Tech),Information Technology,9,48,semester,USD 6600,USD 9100,( 10+2 in Mathematics with minimum 50% score And 10+2 in Physics with minimum 50% score And 10+2 in Chemistry with minimum 50% score Or 10+2 in Computer Science with minimum 50% score ),,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0075#Section2
Vel Tech Rangarajan Dr.Sagunthala R&D Institute of Science and Technology,Bachelor of Technology (B.Tech),Mechanical Engineering,18,48,semester,USD 6600,USD 9100,( 10+2 in Mathematics with minimum 50% score And 10+2 in Physics with minimum 50% score And 10+2 in Chemistry with minimum 50% score Or 10+2 in Computer Science with minimum 50% score ),,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0075#Section2
Vellore Institute of Technology,Bachelor of Technology (B.Tech),Biotechnology,27,48,semester,USD 9000,USD 11250,( 10+2 in Biology with minimum 55% score And 10+2 in Physics with minimum 55% score And 10+2 in Chemistry with minimum 55% score ),,https://studyinindia.gov.in/institute_details?instituet_ID=SII-I-0076#Section2
